hexal_id,receptor_channel,node_id,node_type,u,v
116,6,4442,R7,-9,-1
116,7,5163,R8,-9,-1
117,0,117,R1,-9,0
117,1,838,R2,-9,0
117,2,1559,R3,-9,0
117,3,2280,R4,-9,0
117,4,3001,R5,-9,0
117,5,3722,R6,-9,0
117,6,4443,R7,-9,0
117,7,5164,R8,-9,0
118,0,118,R1,-9,1
118,1,839,R2,-9,1
118,2,1560,R3,-9,1
118,3,2281,R4,-9,1
118,4,3002,R5,-9,1
118,5,3723,R6,-9,1
118,6,4444,R7,-9,1
118,7,5165,R8,-9,1
119,0,119,R1,-9,2
119,1,840,R2,-9,2
119,2,1561,R3,-9,2
119,3,2282,R4,-9,2
119,4,3003,R5,-9,2
119,5,3724,R6,-9,2
119,6,4445,R7,-9,2
119,7,5166,R8,-9,2
120,0,120,R1,-9,3
120,1,841,R2,-9,3
120,2,1562,R3,-9,3
120,3,2283,R4,-9,3
120,4,3004,R5,-9,3
120,5,3725,R6,-9,3
120,6,4446,R7,-9,3
120,7,5167,R8,-9,3
121,0,121,R1,-9,4
121,1,842,R2,-9,4
121,2,1563,R3,-9,4
121,3,2284,R4,-9,4
121,4,3005,R5,-9,4
121,5,3726,R6,-9,4
121,6,4447,R7,-9,4
121,7,5168,R8,-9,4
122,0,122,R1,-9,5
122,1,843,R2,-9,5
122,2,1564,R3,-9,5
122,3,2285,R4,-9,5
122,4,3006,R5,-9,5
122,5,3727,R6,-9,5
122,6,4448,R7,-9,5
122,7,5169,R8,-9,5
123,0,123,R1,-9,6
123,1,844,R2,-9,6
123,2,1565,R3,-9,6
123,3,2286,R4,-9,6
123,4,3007,R5,-9,6
123,5,3728,R6,-9,6
123,6,4449,R7,-9,6
123,7,5170,R8,-9,6
124,0,124,R1,-9,7
124,1,845,R2,-9,7
124,2,1566,R3,-9,7
124,3,2287,R4,-9,7
124,4,3008,R5,-9,7
124,5,3729,R6,-9,7
124,6,4450,R7,-9,7
124,7,5171,R8,-9,7
125,0,125,R1,-9,8
125,1,846,R2,-9,8
125,2,1567,R3,-9,8
125,3,2288,R4,-9,8
125,4,3009,R5,-9,8
125,5,3730,R6,-9,8
125,6,4451,R7,-9,8
125,7,5172,R8,-9,8
126,0,126,R1,-9,9
126,1,847,R2,-9,9
126,2,1568,R3,-9,9
126,3,2289,R4,-9,9
126,4,3010,R5,-9,9
126,5,3731,R6,-9,9
126,6,4452,R7,-9,9
126,7,5173,R8,-9,9
127,0,127,R1,-9,10
127,1,848,R2,-9,10
127,2,1569,R3,-9,10
127,3,2290,R4,-9,10
127,4,3011,R5,-9,10
127,5,3732,R6,-9,10
127,6,4453,R7,-9,10
127,7,5174,R8,-9,10
128,0,128,R1,-9,11
128,1,849,R2,-9,11
128,2,1570,R3,-9,11
128,3,2291,R4,-9,11
128,4,3012,R5,-9,11
128,5,3733,R6,-9,11
128,6,4454,R7,-9,11
128,7,5175,R8,-9,11
129,0,129,R1,-9,12
129,1,850,R2,-9,12
129,2,1571,R3,-9,12
129,3,2292,R4,-9,12
129,4,3013,R5,-9,12
129,5,3734,R6,-9,12
129,6,4455,R7,-9,12
129,7,5176,R8,-9,12
130,0,130,R1,-9,13
130,1,851,R2,-9,13
130,2,1572,R3,-9,13
130,3,2293,R4,-9,13
130,4,3014,R5,-9,13
130,5,3735,R6,-9,13
130,6,4456,R7,-9,13
130,7,5177,R8,-9,13
131,0,131,R1,-9,14
131,1,852,R2,-9,14
131,2,1573,R3,-9,14
131,3,2294,R4,-9,14
131,4,3015,R5,-9,14
131,5,3736,R6,-9,14
131,6,4457,R7,-9,14
131,7,5178,R8,-9,14
132,0,132,R1,-9,15
132,1,853,R2,-9,15
132,2,1574,R3,-9,15
132,3,2295,R4,-9,15
132,4,3016,R5,-9,15
132,5,3737,R6,-9,15
132,6,4458,R7,-9,15
132,7,5179,R8,-9,15
133,0,133,R1,-8,-7
133,1,854,R2,-8,-7
133,2,1575,R3,-8,-7
133,3,2296,R4,-8,-7
133,4,3017,R5,-8,-7
133,5,3738,R6,-8,-7
133,6,4459,R7,-8,-7
133,7,5180,R8,-8,-7
134,0,134,R1,-8,-6
134,1,855,R2,-8,-6
134,2,1576,R3,-8,-6
134,3,2297,R4,-8,-6
134,4,3018,R5,-8,-6
134,5,3739,R6,-8,-6
134,6,4460,R7,-8,-6
134,7,5181,R8,-8,-6
135,0,135,R1,-8,-5
135,1,856,R2,-8,-5
135,2,1577,R3,-8,-5
135,3,2298,R4,-8,-5
135,4,3019,R5,-8,-5
135,5,3740,R6,-8,-5
135,6,4461,R7,-8,-5
135,7,5182,R8,-8,-5
136,0,136,R1,-8,-4
136,1,857,R2,-8,-4
136,2,1578,R3,-8,-4
136,3,2299,R4,-8,-4
136,4,3020,R5,-8,-4
136,5,3741,R6,-8,-4
136,6,4462,R7,-8,-4
136,7,5183,R8,-8,-4
137,0,137,R1,-8,-3
137,1,858,R2,-8,-3
137,2,1579,R3,-8,-3
137,3,2300,R4,-8,-3
137,4,3021,R5,-8,-3
137,5,3742,R6,-8,-3
137,6,4463,R7,-8,-3
137,7,5184,R8,-8,-3
138,0,138,R1,-8,-2
138,1,859,R2,-8,-2
138,2,1580,R3,-8,-2
138,3,2301,R4,-8,-2
138,4,3022,R5,-8,-2
138,5,3743,R6,-8,-2
138,6,4464,R7,-8,-2
138,7,5185,R8,-8,-2
139,0,139,R1,-8,-1
139,1,860,R2,-8,-1
139,2,1581,R3,-8,-1
139,3,2302,R4,-8,-1
139,4,3023,R5,-8,-1
139,5,3744,R6,-8,-1
139,6,4465,R7,-8,-1
139,7,5186,R8,-8,-1
140,0,140,R1,-8,0
140,1,861,R2,-8,0
140,2,1582,R3,-8,0
140,3,2303,R4,-8,0
140,4,3024,R5,-8,0
140,5,3745,R6,-8,0
140,6,4466,R7,-8,0
140,7,5187,R8,-8,0
141,0,141,R1,-8,1
141,1,862,R2,-8,1
141,2,1583,R3,-8,1
141,3,2304,R4,-8,1
141,4,3025,R5,-8,1
141,5,3746,R6,-8,1
141,6,4467,R7,-8,1
141,7,5188,R8,-8,1
142,0,142,R1,-8,2
142,1,863,R2,-8,2
142,2,1584,R3,-8,2
142,3,2305,R4,-8,2
142,4,3026,R5,-8,2
142,5,3747,R6,-8,2
142,6,4468,R7,-8,2
142,7,5189,R8,-8,2
143,0,143,R1,-8,3
143,1,864,R2,-8,3
143,2,1585,R3,-8,3
143,3,2306,R4,-8,3
143,4,3027,R5,-8,3
143,5,3748,R6,-8,3
143,6,4469,R7,-8,3
143,7,5190,R8,-8,3
144,0,144,R1,-8,4
144,1,865,R2,-8,4
144,2,1586,R3,-8,4
144,3,2307,R4,-8,4
144,4,3028,R5,-8,4
144,5,3749,R6,-8,4
144,6,4470,R7,-8,4
144,7,5191,R8,-8,4
145,0,145,R1,-8,5
145,1,866,R2,-8,5
145,2,1587,R3,-8,5
145,3,2308,R4,-8,5
145,4,3029,R5,-8,5
145,5,3750,R6,-8,5
145,6,4471,R7,-8,5
145,7,5192,R8,-8,5
146,0,146,R1,-8,6
146,1,867,R2,-8,6
146,2,1588,R3,-8,6
146,3,2309,R4,-8,6
146,4,3030,R5,-8,6
146,5,3751,R6,-8,6
146,6,4472,R7,-8,6
146,7,5193,R8,-8,6
147,0,147,R1,-8,7
147,1,868,R2,-8,7
147,2,1589,R3,-8,7
147,3,2310,R4,-8,7
147,4,3031,R5,-8,7
147,5,3752,R6,-8,7
147,6,4473,R7,-8,7
147,7,5194,R8,-8,7
148,0,148,R1,-8,8
148,1,869,R2,-8,8
148,2,1590,R3,-8,8
148,3,2311,R4,-8,8
148,4,3032,R5,-8,8
148,5,3753,R6,-8,8
148,6,4474,R7,-8,8
148,7,5195,R8,-8,8
149,0,149,R1,-8,9
149,1,870,R2,-8,9
149,2,1591,R3,-8,9
149,3,2312,R4,-8,9
149,4,3033,R5,-8,9
149,5,3754,R6,-8,9
149,6,4475,R7,-8,9
149,7,5196,R8,-8,9
150,0,150,R1,-8,10
150,1,871,R2,-8,10
150,2,1592,R3,-8,10
150,3,2313,R4,-8,10
150,4,3034,R5,-8,10
150,5,3755,R6,-8,10
150,6,4476,R7,-8,10
150,7,5197,R8,-8,10
151,0,151,R1,-8,11
151,1,872,R2,-8,11
151,2,1593,R3,-8,11
151,3,2314,R4,-8,11
151,4,3035,R5,-8,11
151,5,3756,R6,-8,11
151,6,4477,R7,-8,11
151,7,5198,R8,-8,11
152,0,152,R1,-8,12
152,1,873,R2,-8,12
152,2,1594,R3,-8,12
152,3,2315,R4,-8,12
152,4,3036,R5,-8,12
152,5,3757,R6,-8,12
152,6,4478,R7,-8,12
152,7,5199,R8,-8,12
153,0,153,R1,-8,13
153,1,874,R2,-8,13
153,2,1595,R3,-8,13
153,3,2316,R4,-8,13
153,4,3037,R5,-8,13
153,5,3758,R6,-8,13
153,6,4479,R7,-8,13
153,7,5200,R8,-8,13
154,0,154,R1,-8,14
154,1,875,R2,-8,14
154,2,1596,R3,-8,14
154,3,2317,R4,-8,14
154,4,3038,R5,-8,14
154,5,3759,R6,-8,14
154,6,4480,R7,-8,14
154,7,5201,R8,-8,14
155,0,155,R1,-8,15
155,1,876,R2,-8,15
155,2,1597,R3,-8,15
155,3,2318,R4,-8,15
155,4,3039,R5,-8,15
155,5,3760,R6,-8,15
155,6,4481,R7,-8,15
155,7,5202,R8,-8,15
156,0,156,R1,-7,-8
156,1,877,R2,-7,-8
156,2,1598,R3,-7,-8
156,3,2319,R4,-7,-8
156,4,3040,R5,-7,-8
156,5,3761,R6,-7,-8
156,6,4482,R7,-7,-8
156,7,5203,R8,-7,-8
157,0,157,R1,-7,-7
157,1,878,R2,-7,-7
157,2,1599,R3,-7,-7
157,3,2320,R4,-7,-7
157,4,3041,R5,-7,-7
157,5,3762,R6,-7,-7
157,6,4483,R7,-7,-7
157,7,5204,R8,-7,-7
158,0,158,R1,-7,-6
158,1,879,R2,-7,-6
158,2,1600,R3,-7,-6
158,3,2321,R4,-7,-6
158,4,3042,R5,-7,-6
158,5,3763,R6,-7,-6
158,6,4484,R7,-7,-6
158,7,5205,R8,-7,-6
159,0,159,R1,-7,-5
159,1,880,R2,-7,-5
159,2,1601,R3,-7,-5
159,3,2322,R4,-7,-5
159,4,3043,R5,-7,-5
159,5,3764,R6,-7,-5
159,6,4485,R7,-7,-5
159,7,5206,R8,-7,-5
160,0,160,R1,-7,-4
160,1,881,R2,-7,-4
160,2,1602,R3,-7,-4
160,3,2323,R4,-7,-4
160,4,3044,R5,-7,-4
160,5,3765,R6,-7,-4
160,6,4486,R7,-7,-4
160,7,5207,R8,-7,-4
161,0,161,R1,-7,-3
161,1,882,R2,-7,-3
161,2,1603,R3,-7,-3
161,3,2324,R4,-7,-3
161,4,3045,R5,-7,-3
161,5,3766,R6,-7,-3
161,6,4487,R7,-7,-3
161,7,5208,R8,-7,-3
162,0,162,R1,-7,-2
162,1,883,R2,-7,-2
162,2,1604,R3,-7,-2
162,3,2325,R4,-7,-2
162,4,3046,R5,-7,-2
162,5,3767,R6,-7,-2
162,6,4488,R7,-7,-2
162,7,5209,R8,-7,-2
163,0,163,R1,-7,-1
163,1,884,R2,-7,-1
163,2,1605,R3,-7,-1
163,3,2326,R4,-7,-1
163,4,3047,R5,-7,-1
163,5,3768,R6,-7,-1
163,6,4489,R7,-7,-1
163,7,5210,R8,-7,-1
164,0,164,R1,-7,0
164,1,885,R2,-7,0
164,2,1606,R3,-7,0
164,3,2327,R4,-7,0
164,4,3048,R5,-7,0
164,5,3769,R6,-7,0
164,6,4490,R7,-7,0
164,7,5211,R8,-7,0
165,0,165,R1,-7,1
165,1,886,R2,-7,1
165,2,1607,R3,-7,1
165,3,2328,R4,-7,1
165,4,3049,R5,-7,1
165,5,3770,R6,-7,1
165,6,4491,R7,-7,1
165,7,5212,R8,-7,1
166,0,166,R1,-7,2
166,1,887,R2,-7,2
166,2,1608,R3,-7,2
166,3,2329,R4,-7,2
166,4,3050,R5,-7,2
166,5,3771,R6,-7,2
166,6,4492,R7,-7,2
166,7,5213,R8,-7,2
167,0,167,R1,-7,3
167,1,888,R2,-7,3
167,2,1609,R3,-7,3
167,3,2330,R4,-7,3
167,4,3051,R5,-7,3
167,5,3772,R6,-7,3
167,6,4493,R7,-7,3
167,7,5214,R8,-7,3
168,0,168,R1,-7,4
168,1,889,R2,-7,4
168,2,1610,R3,-7,4
168,3,2331,R4,-7,4
168,4,3052,R5,-7,4
168,5,3773,R6,-7,4
168,6,4494,R7,-7,4
168,7,5215,R8,-7,4
169,0,169,R1,-7,5
169,1,890,R2,-7,5
169,2,1611,R3,-7,5
169,3,2332,R4,-7,5
169,4,3053,R5,-7,5
169,5,3774,R6,-7,5
169,6,4495,R7,-7,5
169,7,5216,R8,-7,5
170,0,170,R1,-7,6
170,1,891,R2,-7,6
170,2,1612,R3,-7,6
170,3,2333,R4,-7,6
170,4,3054,R5,-7,6
170,5,3775,R6,-7,6
170,6,4496,R7,-7,6
170,7,5217,R8,-7,6
171,0,171,R1,-7,7
171,1,892,R2,-7,7
171,2,1613,R3,-7,7
171,3,2334,R4,-7,7
171,4,3055,R5,-7,7
171,5,3776,R6,-7,7
171,6,4497,R7,-7,7
171,7,5218,R8,-7,7
172,0,172,R1,-7,8
172,1,893,R2,-7,8
172,2,1614,R3,-7,8
172,3,2335,R4,-7,8
172,4,3056,R5,-7,8
172,5,3777,R6,-7,8
172,6,4498,R7,-7,8
172,7,5219,R8,-7,8
173,0,173,R1,-7,9
173,1,894,R2,-7,9
173,2,1615,R3,-7,9
173,3,2336,R4,-7,9
173,4,3057,R5,-7,9
173,5,3778,R6,-7,9
173,6,4499,R7,-7,9
173,7,5220,R8,-7,9
174,0,174,R1,-7,10
174,1,895,R2,-7,10
174,2,1616,R3,-7,10
174,3,2337,R4,-7,10
174,4,3058,R5,-7,10
174,5,3779,R6,-7,10
174,6,4500,R7,-7,10
174,7,5221,R8,-7,10
175,0,175,R1,-7,11
175,1,896,R2,-7,11
175,2,1617,R3,-7,11
175,3,2338,R4,-7,11
175,4,3059,R5,-7,11
175,5,3780,R6,-7,11
175,6,4501,R7,-7,11
175,7,5222,R8,-7,11
176,0,176,R1,-7,12
176,1,897,R2,-7,12
176,2,1618,R3,-7,12
176,3,2339,R4,-7,12
176,4,3060,R5,-7,12
176,5,3781,R6,-7,12
176,6,4502,R7,-7,12
176,7,5223,R8,-7,12
177,0,177,R1,-7,13
177,1,898,R2,-7,13
177,2,1619,R3,-7,13
177,3,2340,R4,-7,13
177,4,3061,R5,-7,13
177,5,3782,R6,-7,13
177,6,4503,R7,-7,13
177,7,5224,R8,-7,13
178,0,178,R1,-7,14
178,1,899,R2,-7,14
178,2,1620,R3,-7,14
178,3,2341,R4,-7,14
178,4,3062,R5,-7,14
178,5,3783,R6,-7,14
178,6,4504,R7,-7,14
178,7,5225,R8,-7,14
179,0,179,R1,-7,15
179,1,900,R2,-7,15
179,2,1621,R3,-7,15
179,3,2342,R4,-7,15
179,4,3063,R5,-7,15
179,5,3784,R6,-7,15
179,6,4505,R7,-7,15
179,7,5226,R8,-7,15
180,0,180,R1,-6,-9
180,1,901,R2,-6,-9
180,2,1622,R3,-6,-9
180,3,2343,R4,-6,-9
180,4,3064,R5,-6,-9
180,5,3785,R6,-6,-9
180,6,4506,R7,-6,-9
180,7,5227,R8,-6,-9
181,0,181,R1,-6,-8
181,1,902,R2,-6,-8
181,2,1623,R3,-6,-8
181,3,2344,R4,-6,-8
181,4,3065,R5,-6,-8
181,5,3786,R6,-6,-8
181,6,4507,R7,-6,-8
181,7,5228,R8,-6,-8
182,0,182,R1,-6,-7
182,1,903,R2,-6,-7
182,2,1624,R3,-6,-7
182,3,2345,R4,-6,-7
182,4,3066,R5,-6,-7
182,5,3787,R6,-6,-7
182,6,4508,R7,-6,-7
182,7,5229,R8,-6,-7
183,0,183,R1,-6,-6
183,1,904,R2,-6,-6
183,2,1625,R3,-6,-6
183,3,2346,R4,-6,-6
183,4,3067,R5,-6,-6
183,5,3788,R6,-6,-6
183,6,4509,R7,-6,-6
183,7,5230,R8,-6,-6
184,0,184,R1,-6,-5
184,1,905,R2,-6,-5
184,2,1626,R3,-6,-5
184,3,2347,R4,-6,-5
184,4,3068,R5,-6,-5
184,5,3789,R6,-6,-5
184,6,4510,R7,-6,-5
184,7,5231,R8,-6,-5
185,0,185,R1,-6,-4
185,1,906,R2,-6,-4
185,2,1627,R3,-6,-4
185,3,2348,R4,-6,-4
185,4,3069,R5,-6,-4
185,5,3790,R6,-6,-4
185,6,4511,R7,-6,-4
185,7,5232,R8,-6,-4
186,0,186,R1,-6,-3
186,1,907,R2,-6,-3
186,2,1628,R3,-6,-3
186,3,2349,R4,-6,-3
186,4,3070,R5,-6,-3
186,5,3791,R6,-6,-3
186,6,4512,R7,-6,-3
186,7,5233,R8,-6,-3
187,0,187,R1,-6,-2
187,1,908,R2,-6,-2
187,2,1629,R3,-6,-2
187,3,2350,R4,-6,-2
187,4,3071,R5,-6,-2
187,5,3792,R6,-6,-2
187,6,4513,R7,-6,-2
187,7,5234,R8,-6,-2
188,0,188,R1,-6,-1
188,1,909,R2,-6,-1
188,2,1630,R3,-6,-1
188,3,2351,R4,-6,-1
188,4,3072,R5,-6,-1
188,5,3793,R6,-6,-1
188,6,4514,R7,-6,-1
188,7,5235,R8,-6,-1
189,0,189,R1,-6,0
189,1,910,R2,-6,0
189,2,1631,R3,-6,0
189,3,2352,R4,-6,0
189,4,3073,R5,-6,0
189,5,3794,R6,-6,0
189,6,4515,R7,-6,0
189,7,5236,R8,-6,0
190,0,190,R1,-6,1
190,1,911,R2,-6,1
190,2,1632,R3,-6,1
190,3,2353,R4,-6,1
190,4,3074,R5,-6,1
190,5,3795,R6,-6,1
190,6,4516,R7,-6,1
190,7,5237,R8,-6,1
191,0,191,R1,-6,2
191,1,912,R2,-6,2
191,2,1633,R3,-6,2
191,3,2354,R4,-6,2
191,4,3075,R5,-6,2
191,5,3796,R6,-6,2
191,6,4517,R7,-6,2
191,7,5238,R8,-6,2
192,0,192,R1,-6,3
192,1,913,R2,-6,3
192,2,1634,R3,-6,3
192,3,2355,R4,-6,3
192,4,3076,R5,-6,3
192,5,3797,R6,-6,3
192,6,4518,R7,-6,3
192,7,5239,R8,-6,3
193,0,193,R1,-6,4
193,1,914,R2,-6,4
193,2,1635,R3,-6,4
193,3,2356,R4,-6,4
193,4,3077,R5,-6,4
193,5,3798,R6,-6,4
193,6,4519,R7,-6,4
193,7,5240,R8,-6,4
194,0,194,R1,-6,5
194,1,915,R2,-6,5
194,2,1636,R3,-6,5
194,3,2357,R4,-6,5
194,4,3078,R5,-6,5
194,5,3799,R6,-6,5
194,6,4520,R7,-6,5
194,7,5241,R8,-6,5
195,0,195,R1,-6,6
195,1,916,R2,-6,6
195,2,1637,R3,-6,6
195,3,2358,R4,-6,6
195,4,3079,R5,-6,6
195,5,3800,R6,-6,6
195,6,4521,R7,-6,6
195,7,5242,R8,-6,6
196,0,196,R1,-6,7
196,1,917,R2,-6,7
196,2,1638,R3,-6,7
196,3,2359,R4,-6,7
196,4,3080,R5,-6,7
196,5,3801,R6,-6,7
196,6,4522,R7,-6,7
196,7,5243,R8,-6,7
197,0,197,R1,-6,8
197,1,918,R2,-6,8
197,2,1639,R3,-6,8
197,3,2360,R4,-6,8
197,4,3081,R5,-6,8
197,5,3802,R6,-6,8
197,6,4523,R7,-6,8
197,7,5244,R8,-6,8
198,0,198,R1,-6,9
198,1,919,R2,-6,9
198,2,1640,R3,-6,9
198,3,2361,R4,-6,9
198,4,3082,R5,-6,9
198,5,3803,R6,-6,9
198,6,4524,R7,-6,9
198,7,5245,R8,-6,9
199,0,199,R1,-6,10
199,1,920,R2,-6,10
199,2,1641,R3,-6,10
199,3,2362,R4,-6,10
199,4,3083,R5,-6,10
199,5,3804,R6,-6,10
199,6,4525,R7,-6,10
199,7,5246,R8,-6,10
200,0,200,R1,-6,11
200,1,921,R2,-6,11
200,2,1642,R3,-6,11
200,3,2363,R4,-6,11
200,4,3084,R5,-6,11
200,5,3805,R6,-6,11
200,6,4526,R7,-6,11
200,7,5247,R8,-6,11
201,0,201,R1,-6,12
201,1,922,R2,-6,12
201,2,1643,R3,-6,12
201,3,2364,R4,-6,12
201,4,3085,R5,-6,12
201,5,3806,R6,-6,12
201,6,4527,R7,-6,12
201,7,5248,R8,-6,12
202,0,202,R1,-6,13
202,1,923,R2,-6,13
202,2,1644,R3,-6,13
202,3,2365,R4,-6,13
202,4,3086,R5,-6,13
202,5,3807,R6,-6,13
202,6,4528,R7,-6,13
202,7,5249,R8,-6,13
203,0,203,R1,-6,14
203,1,924,R2,-6,14
203,2,1645,R3,-6,14
203,3,2366,R4,-6,14
203,4,3087,R5,-6,14
203,5,3808,R6,-6,14
203,6,4529,R7,-6,14
203,7,5250,R8,-6,14
204,0,204,R1,-6,15
204,1,925,R2,-6,15
204,2,1646,R3,-6,15
204,3,2367,R4,-6,15
204,4,3088,R5,-6,15
204,5,3809,R6,-6,15
204,6,4530,R7,-6,15
204,7,5251,R8,-6,15
205,0,205,R1,-5,-10
205,1,926,R2,-5,-10
205,2,1647,R3,-5,-10
205,3,2368,R4,-5,-10
205,4,3089,R5,-5,-10
205,5,3810,R6,-5,-10
205,6,4531,R7,-5,-10
205,7,5252,R8,-5,-10
206,0,206,R1,-5,-9
206,1,927,R2,-5,-9
206,2,1648,R3,-5,-9
206,3,2369,R4,-5,-9
206,4,3090,R5,-5,-9
206,5,3811,R6,-5,-9
206,6,4532,R7,-5,-9
206,7,5253,R8,-5,-9
207,0,207,R1,-5,-8
207,1,928,R2,-5,-8
207,2,1649,R3,-5,-8
207,3,2370,R4,-5,-8
207,4,3091,R5,-5,-8
207,5,3812,R6,-5,-8
207,6,4533,R7,-5,-8
207,7,5254,R8,-5,-8
208,0,208,R1,-5,-7
208,1,929,R2,-5,-7
208,2,1650,R3,-5,-7
208,3,2371,R4,-5,-7
208,4,3092,R5,-5,-7
208,5,3813,R6,-5,-7
208,6,4534,R7,-5,-7
208,7,5255,R8,-5,-7
209,0,209,R1,-5,-6
209,1,930,R2,-5,-6
209,2,1651,R3,-5,-6
209,3,2372,R4,-5,-6
209,4,3093,R5,-5,-6
209,5,3814,R6,-5,-6
209,6,4535,R7,-5,-6
209,7,5256,R8,-5,-6
210,0,210,R1,-5,-5
210,1,931,R2,-5,-5
210,2,1652,R3,-5,-5
210,3,2373,R4,-5,-5
210,4,3094,R5,-5,-5
210,5,3815,R6,-5,-5
210,6,4536,R7,-5,-5
210,7,5257,R8,-5,-5
211,0,211,R1,-5,-4
211,1,932,R2,-5,-4
211,2,1653,R3,-5,-4
211,3,2374,R4,-5,-4
211,4,3095,R5,-5,-4
211,5,3816,R6,-5,-4
211,6,4537,R7,-5,-4
211,7,5258,R8,-5,-4
212,0,212,R1,-5,-3
212,1,933,R2,-5,-3
212,2,1654,R3,-5,-3
212,3,2375,R4,-5,-3
212,4,3096,R5,-5,-3
212,5,3817,R6,-5,-3
212,6,4538,R7,-5,-3
212,7,5259,R8,-5,-3
213,0,213,R1,-5,-2
213,1,934,R2,-5,-2
213,2,1655,R3,-5,-2
213,3,2376,R4,-5,-2
213,4,3097,R5,-5,-2
213,5,3818,R6,-5,-2
213,6,4539,R7,-5,-2
213,7,5260,R8,-5,-2
214,0,214,R1,-5,-1
214,1,935,R2,-5,-1
214,2,1656,R3,-5,-1
214,3,2377,R4,-5,-1
214,4,3098,R5,-5,-1
214,5,3819,R6,-5,-1
214,6,4540,R7,-5,-1
214,7,5261,R8,-5,-1
215,0,215,R1,-5,0
215,1,936,R2,-5,0
215,2,1657,R3,-5,0
215,3,2378,R4,-5,0
215,4,3099,R5,-5,0
215,5,3820,R6,-5,0
215,6,4541,R7,-5,0
215,7,5262,R8,-5,0
216,0,216,R1,-5,1
216,1,937,R2,-5,1
216,2,1658,R3,-5,1
216,3,2379,R4,-5,1
216,4,3100,R5,-5,1
216,5,3821,R6,-5,1
216,6,4542,R7,-5,1
216,7,5263,R8,-5,1
217,0,217,R1,-5,2
217,1,938,R2,-5,2
217,2,1659,R3,-5,2
217,3,2380,R4,-5,2
217,4,3101,R5,-5,2
217,5,3822,R6,-5,2
217,6,4543,R7,-5,2
217,7,5264,R8,-5,2
218,0,218,R1,-5,3
218,1,939,R2,-5,3
218,2,1660,R3,-5,3
218,3,2381,R4,-5,3
218,4,3102,R5,-5,3
218,5,3823,R6,-5,3
218,6,4544,R7,-5,3
218,7,5265,R8,-5,3
219,0,219,R1,-5,4
219,1,940,R2,-5,4
219,2,1661,R3,-5,4
219,3,2382,R4,-5,4
219,4,3103,R5,-5,4
219,5,3824,R6,-5,4
219,6,4545,R7,-5,4
219,7,5266,R8,-5,4
220,0,220,R1,-5,5
220,1,941,R2,-5,5
220,2,1662,R3,-5,5
220,3,2383,R4,-5,5
220,4,3104,R5,-5,5
220,5,3825,R6,-5,5
220,6,4546,R7,-5,5
220,7,5267,R8,-5,5
221,0,221,R1,-5,6
221,1,942,R2,-5,6
221,2,1663,R3,-5,6
221,3,2384,R4,-5,6
221,4,3105,R5,-5,6
221,5,3826,R6,-5,6
221,6,4547,R7,-5,6
221,7,5268,R8,-5,6
222,0,222,R1,-5,7
222,1,943,R2,-5,7
222,2,1664,R3,-5,7
222,3,2385,R4,-5,7
222,4,3106,R5,-5,7
222,5,3827,R6,-5,7
222,6,4548,R7,-5,7
222,7,5269,R8,-5,7
223,0,223,R1,-5,8
223,1,944,R2,-5,8
223,2,1665,R3,-5,8
223,3,2386,R4,-5,8
223,4,3107,R5,-5,8
223,5,3828,R6,-5,8
223,6,4549,R7,-5,8
223,7,5270,R8,-5,8
224,0,224,R1,-5,9
224,1,945,R2,-5,9
224,2,1666,R3,-5,9
224,3,2387,R4,-5,9
224,4,3108,R5,-5,9
224,5,3829,R6,-5,9
224,6,4550,R7,-5,9
224,7,5271,R8,-5,9
225,0,225,R1,-5,10
225,1,946,R2,-5,10
225,2,1667,R3,-5,10
225,3,2388,R4,-5,10
225,4,3109,R5,-5,10
225,5,3830,R6,-5,10
225,6,4551,R7,-5,10
225,7,5272,R8,-5,10
226,0,226,R1,-5,11
226,1,947,R2,-5,11
226,2,1668,R3,-5,11
226,3,2389,R4,-5,11
226,4,3110,R5,-5,11
226,5,3831,R6,-5,11
226,6,4552,R7,-5,11
226,7,5273,R8,-5,11
227,0,227,R1,-5,12
227,1,948,R2,-5,12
227,2,1669,R3,-5,12
227,3,2390,R4,-5,12
227,4,3111,R5,-5,12
227,5,3832,R6,-5,12
227,6,4553,R7,-5,12
227,7,5274,R8,-5,12
228,0,228,R1,-5,13
228,1,949,R2,-5,13
228,2,1670,R3,-5,13
228,3,2391,R4,-5,13
228,4,3112,R5,-5,13
228,5,3833,R6,-5,13
228,6,4554,R7,-5,13
228,7,5275,R8,-5,13
229,0,229,R1,-5,14
229,1,950,R2,-5,14
229,2,1671,R3,-5,14
229,3,2392,R4,-5,14
229,4,3113,R5,-5,14
229,5,3834,R6,-5,14
229,6,4555,R7,-5,14
229,7,5276,R8,-5,14
230,0,230,R1,-5,15
230,1,951,R2,-5,15
230,2,1672,R3,-5,15
230,3,2393,R4,-5,15
230,4,3114,R5,-5,15
230,5,3835,R6,-5,15
230,6,4556,R7,-5,15
230,7,5277,R8,-5,15
231,0,231,R1,-4,-11
231,1,952,R2,-4,-11
231,2,1673,R3,-4,-11
231,3,2394,R4,-4,-11
231,4,3115,R5,-4,-11
231,5,3836,R6,-4,-11
231,6,4557,R7,-4,-11
231,7,5278,R8,-4,-11
232,0,232,R1,-4,-10
232,1,953,R2,-4,-10
232,2,1674,R3,-4,-10
232,3,2395,R4,-4,-10
232,4,3116,R5,-4,-10
